Source,IslandID,TaxonOrig,GenusL69,SpeciesL69,SubspL69,SpeciesID,SubspID,Sex,Plumage,BodyL,WingL,TailL,BeakW,BeakH,LBeakL,UBeakL,N-UBkL,TarsusL,MToeL
Snodgrass & Heller (1904),Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,F,,140,74,38,11.5,15.7,12,21,15,20,
Snodgrass & Heller (1904),Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,F,,149,72,46,12,16,12.5,22,16,22,
Snodgrass & Heller (1904),Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,F,,145,76,46,12,16,12,22,14.7,22,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,69,,,11.3,,16,11,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,71,,,12.7,,16.2,11.9,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,69,,,11.3,,15.7,11,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,72,,,13.8,,18,12.7,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,72,,,12.8,,17.4,12.3,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,70,,,12.9,,17.9,12.1,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,69,,,12.3,,16.2,11.6,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,66,,,12.6,,16.2,11,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,71,,,13.4,,18.5,13.2,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,69,,,11.5,,16,11,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,66,,,11.7,,16,11.3,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,67,,,11.4,,16,10.9,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,68,,,11.8,,17.2,12.3,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,69,,,11.8,,16,11,,
Lack CAS,Esp_Hd,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,70,,,13,,16.3,12,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,61,,,8.1,,12.5,8.4,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,67,,,8.8,,13.1,8.9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,64,,,7.9,,12.4,8.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,64,,,7.9,,12.4,8.7,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,63,,,8.1,,12.5,8.6,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,8.4,,12.9,9.1,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,66,,,8,,12.4,8.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,8,,12.2,8.6,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,61,,,8.4,,13.3,9.2,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,64,,,8,,12.7,8.9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,8.3,,12.2,8.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,7.8,,12.9,9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,8.3,,12.7,8.8,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,66,,,8.6,,13,9.7,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,64,,,8.4,,13.1,8.9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,64,,,8.1,,12.8,8.9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,66,,,,,12.3,8.9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,63,,,8.5,,12.3,8.4,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,63,,,,,12.8,9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,63,,,9.4,,13.3,9.2,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,64,,,8,,13.3,9.2,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,8.4,,13.7,9.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,8.1,,13.1,8.7,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,8.7,,13,8.5,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,P. black,,66,,,8.3,,13.2,9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,P. black,,62,,,7.9,,13,8.8,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,P. black,,62,,,8.4,,13,8.8,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,P. black,,60,,,8.3,,13,9.1,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,P. black,,61,,,8.1,,12.7,8.1,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Juv.,,63,,,8.3,,12.2,8.2,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Juv.,,62,,,8.3,,12.8,8.6,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Juv.,,63,,,8.7,,12.9,8.7,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,63,,,7.9,,13,9.2,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,64,,,7.3,,12.1,8.2,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.8,,12.7,8.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.2,,12,8,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,7.8,,12.1,8.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,63,,,7.7,,12.7,8.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,8.1,,13.1,8.7,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,64,,,7.6,,12.1,8.2,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.7,,13.4,9.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,63,,,7.6,,12.9,8.9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,59,,,8.5,,12.6,8.4,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,63,,,,,12.3,8.8,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,60,,,8,,13.1,8.9,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,65,,,10.2,,13.4,8.8,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,58,,,8.2,,,8.3,,
Lack CAS,Esp_Hd,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,57,,,7.8,,,7.9,,
Snodgrass & Heller (1904),Esp_Hd,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,,120,63,36,7,10,7,13.5,9,18,
Snodgrass & Heller (1904),Esp_Hd,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,,,61,40,6.5,8.5,6.5,13,8.5,18.5,
Snodgrass & Heller (1904),Esp_Hd,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,,120,62,39,6.5,9,7.3,13.5,8.5,18.5,
Lack CAS,Flor_Chrl,Cactospiza pallida,Camarhynchus,pallidus,pallidus,Cam.pal,Cam.pal.pal,U,,,70,,,,,,13,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,64,,,,,11.9,8.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,66,,,7.9,,11.8,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,66,,,7.5,,11.9,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,,,11.6,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,7.2,,11.1,6.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,7.6,,12.1,7.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,,,11.4,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,62,,,7.3,,11.6,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,,,11.5,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,64,,,7.6,,11.9,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,,,11.2,6.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,62,,,,,11.2,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,62,,,8,,11,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,7.5,,11.1,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,,,11.1,6.9,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,68,,,7.8,,11.5,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,,,11.8,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,64,,,,,12,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,67,,,7.7,,12,7.6,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,66,,,8,,11.3,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,,,11.5,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,,,11.3,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,68,,,7.5,,11.4,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,,,11.5,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,7.3,,11.4,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,7,,12,7.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,66,,,,,11.8,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,7.5,,11.7,7.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,,,11.3,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,67,,,7.1,,12.1,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,66,,,,,11.8,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,64,,,7.4,,11,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,62,,,,,10.9,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,,,11.5,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,7.2,,11.7,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,66,,,7.3,,11.7,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,62,,,7.7,,11,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,64,,,,,11.5,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,7.6,,11.6,7.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,62,,,8,,12,8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,,,11.4,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,,,10.9,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,62,,,,,10.9,7.6,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,,,11.2,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,,,12,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,64,,,7.7,,10.8,6.9,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,8.7,,12,7.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,64,,,7.3,,11.3,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,7.7,,12.1,7.6,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,7.5,,11.1,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,7.7,,11.3,7.6,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,7.6,,11.2,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,7.7,,11.4,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,63,,,7.1,,10.5,6.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,65,,,7.2,,10.7,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,P. black,,64,,,7.7,,10.8,6.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,60,,,7.1,,11.9,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,64,,,7.3,,11.9,7.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,64,,,7.3,,12.1,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,64,,,7.4,,11.3,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,63,,,7.5,,12,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,63,,,,,11.7,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,64,,,,,11.8,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,62,,,7.5,,11.6,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,61,,,,,,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,65,,,,,11.6,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,64,,,7.6,,11.2,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,64,,,7.3,,11.3,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,62,,,7.5,,11.4,7.1,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,64,,,,,11.5,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,61,,,6.7,,11,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,64,,,,,11.6,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,63,,,7.3,,11.1,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,65,,,7.6,,11.3,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,62,,,8,,11.8,7.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,61,,,7.8,,11.4,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,61,,,7.5,,11.5,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,60,,,7.8,,10.8,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,66,,,8,,11.4,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,63,,,7.8,,11.5,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,M,Juv.,,62,,,7.6,,11.7,7.5,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,59,,,7.2,,11.1,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,60,,,7.1,,10.6,7.6,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,62,,,,,11.5,7.3,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,60,,,,,11.7,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,63,,,7.6,,11.9,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,63,,,6.9,,11.8,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,59,,,7.4,,11.1,6.9,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,60,,,7.6,,10.9,6.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,60,,,7.3,,11,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,61,,,,,11,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,58,,,7.1,,11.1,7.4,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,63,,,,,11.2,7.6,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,60,,,6.8,,11.2,7.2,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,63,,,7.7,,11.7,7.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,61,,,,,,7.7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,61,,,,,10.9,6.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,63,,,7.1,,11.2,6.8,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,60,,,7.6,,11.3,7,,
Lack CAS,Flor_Chrl,Camarhynchus parvulus,Camarhynchus,parvulus,parvulus,Cam.par,Cam.par.par,F,,,58,,,,,11.2,7.2,,
